index,encode,new_code,rank
4531,0000000000001000000000010000000010000000000000001000000,0,5
4539,0000000000001000000000010000000010000000000000001000000,0,5
4541,0000000000001000000000010000000010000000000000001000000,0,5
4621,0000000000001000000000010000000010000000000000001000000,0,5
4676,0000000000001000000000010000000010000000000000001000000,0,5
4726,0000000000001000000000010000000010000000000000001000000,0,5
4764,0000000000001000000000010000000010000000000000001000000,0,5
4847,0000000000001000000000010000000010000000000000001000000,0,5
4901,0000000000001000000000010000000010000000000000001000000,0,5
4950,0000000000001000000000010000000010000000000000001000000,0,5
5013,0000000000001000000000010000000010000000000000001000000,0,5
5073,0000000000001000000000010000000010000000000000001000000,0,5
5113,0000000000001000000000010000000010000000000000001000000,0,5
5165,0000000000001000000000010000000010000000000000001000000,0,5
5203,0000000000001000000000010000000010000000000000001000000,0,5
5270,0000000000001000000000010000000010000000000000001000000,0,5
5308,0000000000001000000000010000000010000000000000001000000,0,5
5320,0000000000001000000000010000000010000000000000001000000,0,5
5343,0000000000001000000000010000000010000000000000001000000,0,5
5360,0000000000001000000000010000000010000000000000001000000,0,5
5370,0000000000001000000000010000000010000000000000001000000,0,5
5400,0000000000001000000000010000000010000000000000001000000,0,5
5434,0000000000001000000000010000000010000000000000001000000,0,5
5478,0000000000001000000000010000000010000000000000001000000,0,5
5481,0000000000001000000000010000000010000000000000001000000,0,5
5509,0000000000001000000000010000000010000000000000001000000,0,5
5592,0000000000001000000000010000000010000000000000001000000,0,5
5615,0000000000001000000000010000000010000000000000001000000,0,5
5633,0000000000001000000000010000000010000000000000001000000,0,5
5694,0000000000001000000000010000000010000000000000001000000,0,5
5769,0000000000001000000000010000000010000000000000001000000,0,5
5811,0000000000001000000000010000000010000000000000001000000,0,5
5825,0000000000001000000000010000000010000000000000001000000,0,5
5891,0000000000001000000000010000000010000000000000001000000,0,5
5912,0000000000001000000000010000000010000000000000001000000,0,5
5939,0000000000001000000000010000000010000000000000001000000,0,5
5947,0000000000001000000000010000000010000000000000001000000,0,5
5953,0000000000001000000000010000000010000000000000001000000,0,5
6092,0000000000001000000000010000000010000000000000001000000,0,5
6261,0000000000001000000000010000000010000000000000001000000,0,5
6275,0000000000001000000000010000000010000000000000001000000,0,5
6297,0000000000001000000000010000000010000000000000001000000,0,5
6335,0000000000001000000000010000000010000000000000001000000,0,5
6356,0000000000001000000000010000000010000000000000001000000,0,5
6369,0000000000001000000000010000000010000000000000001000000,0,5
6394,0000000000001000000000010000000010000000000000001000000,0,5
6405,0000000000001000000000010000000010000000000000001000000,0,5
6416,0000000000001000000000010000000010000000000000001000000,0,5
6447,0000000000001000000000010000000010000000000000001000000,0,5
6451,0000000000001000000000010000000010000000000000001000000,0,5
6462,0000000000001000000000010000000010000000000000001000000,0,5
6474,0000000000001000000000010000000010000000000000001000000,0,5
6476,0000000000001000000000010000000010000000000000001000000,0,5
6569,0000000000001000000000010000000010000000000000001000000,0,5
6587,0000000000001000000000010000000010000000000000001000000,0,5
6743,0000000000001000000000010000000010000000000000001000000,0,5
6795,0000000000001000000000010000000010000000000000001000000,0,5
6807,0000000000001000000000010000000010000000000000001000000,0,5
6866,0000000000001000000000010000000010000000000000001000000,0,5
6871,0000000000001000000000010000000010000000000000001000000,0,5
6945,0000000000001000000000010000000010000000000000001000000,0,5
6949,0000000000001000000000010000000010000000000000001000000,0,5
6972,0000000000001000000000010000000010000000000000001000000,0,5
6986,0000000000001000000000010000000010000000000000001000000,0,5
7013,0000000000001000000000010000000010000000000000001000000,0,5
7047,0000000000001000000000010000000010000000000000001000000,0,5
7071,0000000000001000000000010000000010000000000000001000000,0,5
7085,0000000000001000000000010000000010000000000000001000000,0,5
7088,0000000000001000000000010000000010000000000000001000000,0,5
7211,0000000000001000000000010000000010000000000000001000000,0,5
7267,0000000000001000000000010000000010000000000000001000000,0,5
7272,0000000000001000000000010000000010000000000000001000000,0,5
7273,0000000000001000000000010000000010000000000000001000000,0,5
1,0000010000000000000000010000000010000000000001001000100,0,964
2,0000100000000000000000010000000010011000000000011100100,0,1424
3,0000000000000000000001010000000011000000000100001000000,0,56
640,0000000000000000000001010000000011000000000100001000000,0,56
959,0000000000000000000001010000000011000000000100001000000,0,56
1344,0000000000000000000001010000000011000000000100001000000,0,56
1879,0000000000000000000001010000000011000000000100001000000,0,56
1881,0000000000000000000001010000000011000000000100001000000,0,56
1967,0000000000000000000001010000000011000000000100001000000,0,56
2004,0000000000000000000001010000000011000000000100001000000,0,56
2138,0000000000000000000001010000000011000000000100001000000,0,56
2469,0000000000000000000001010000000011000000000100001000000,0,56
2646,0000000000000000000001010000000011000000000100001000000,0,56
2662,0000000000000000000001010000000011000000000100001000000,0,56
4900,0000000000000000000001010000000011000000000100001000000,0,56
5342,0000000000000000000001010000000011000000000100001000000,0,56
6880,0000000000000000000001010000000011000000000100001000000,0,56
7018,0000000000000000000001010000000011000000000100001000000,0,56
7229,0000000000000000000001010000000011000000000100001000000,0,56
4,0000100000001000000000010000000010000000000000101000000,0,244
179,0000100000001000000000010000000010000000000000101000000,0,244
5483,0000100000001000000000010000000010000000000000101000000,0,244
5,0000100000000000000000010000000010010000000000101000100,0,1679
6,0000100000000000000001010000000010000000000000001000000,0,9
47,0000100000000000000001010000000010000000000000001000000,0,9
59,0000100000000000000001010000000010000000000000001000000,0,9
109,0000100000000000000001010000000010000000000000001000000,0,9
119,0000100000000000000001010000000010000000000000001000000,0,9
171,0000100000000000000001010000000010000000000000001000000,0,9
189,0000100000000000000001010000000010000000000000001000000,0,9
259,0000100000000000000001010000000010000000000000001000000,0,9
276,0000100000000000000001010000000010000000000000001000000,0,9
316,0000100000000000000001010000000010000000000000001000000,0,9
328,0000100000000000000001010000000010000000000000001000000,0,9
412,0000100000000000000001010000000010000000000000001000000,0,9
623,0000100000000000000001010000000010000000000000001000000,0,9
949,0000100000000000000001010000000010000000000000001000000,0,9
1299,0000100000000000000001010000000010000000000000001000000,0,9
1395,0000100000000000000001010000000010000000000000001000000,0,9
1749,0000100000000000000001010000000010000000000000001000000,0,9
1876,0000100000000000000001010000000010000000000000001000000,0,9
1961,0000100000000000000001010000000010000000000000001000000,0,9
2010,0000100000000000000001010000000010000000000000001000000,0,9
2062,0000100000000000000001010000000010000000000000001000000,0,9
2064,0000100000000000000001010000000010000000000000001000000,0,9
2122,0000100000000000000001010000000010000000000000001000000,0,9
2136,0000100000000000000001010000000010000000000000001000000,0,9
2448,0000100000000000000001010000000010000000000000001000000,0,9
2486,0000100000000000000001010000000010000000000000001000000,0,9
2523,0000100000000000000001010000000010000000000000001000000,0,9
2592,0000100000000000000001010000000010000000000000001000000,0,9
2603,0000100000000000000001010000000010000000000000001000000,0,9
2650,0000100000000000000001010000000010000000000000001000000,0,9
2651,0000100000000000000001010000000010000000000000001000000,0,9
2652,0000100000000000000001010000000010000000000000001000000,0,9
2811,0000100000000000000001010000000010000000000000001000000,0,9
2826,0000100000000000000001010000000010000000000000001000000,0,9
2827,0000100000000000000001010000000010000000000000001000000,0,9
3018,0000100000000000000001010000000010000000000000001000000,0,9
3117,0000100000000000000001010000000010000000000000001000000,0,9
3246,0000100000000000000001010000000010000000000000001000000,0,9
3297,0000100000000000000001010000000010000000000000001000000,0,9
3332,0000100000000000000001010000000010000000000000001000000,0,9
3376,0000100000000000000001010000000010000000000000001000000,0,9
3426,0000100000000000000001010000000010000000000000001000000,0,9
3665,0000100000000000000001010000000010000000000000001000000,0,9
4522,0000100000000000000001010000000010000000000000001000000,0,9
4532,0000100000000000000001010000000010000000000000001000000,0,9
4654,0000100000000000000001010000000010000000000000001000000,0,9
4688,0000100000000000000001010000000010000000000000001000000,0,9
4936,0000100000000000000001010000000010000000000000001000000,0,9
5027,0000100000000000000001010000000010000000000000001000000,0,9
5049,0000100000000000000001010000000010000000000000001000000,0,9
5051,0000100000000000000001010000000010000000000000001000000,0,9
5062,0000100000000000000001010000000010000000000000001000000,0,9
5110,0000100000000000000001010000000010000000000000001000000,0,9
5145,0000100000000000000001010000000010000000000000001000000,0,9
5225,0000100000000000000001010000000010000000000000001000000,0,9
5255,0000100000000000000001010000000010000000000000001000000,0,9
5382,0000100000000000000001010000000010000000000000001000000,0,9
5432,0000100000000000000001010000000010000000000000001000000,0,9
5436,0000100000000000000001010000000010000000000000001000000,0,9
5447,0000100000000000000001010000000010000000000000001000000,0,9
5518,0000100000000000000001010000000010000000000000001000000,0,9
5523,0000100000000000000001010000000010000000000000001000000,0,9
5534,0000100000000000000001010000000010000000000000001000000,0,9
5668,0000100000000000000001010000000010000000000000001000000,0,9
5736,0000100000000000000001010000000010000000000000001000000,0,9
5772,0000100000000000000001010000000010000000000000001000000,0,9
5790,0000100000000000000001010000000010000000000000001000000,0,9
5929,0000100000000000000001010000000010000000000000001000000,0,9
5934,0000100000000000000001010000000010000000000000001000000,0,9
5941,0000100000000000000001010000000010000000000000001000000,0,9
6022,0000100000000000000001010000000010000000000000001000000,0,9
6030,0000100000000000000001010000000010000000000000001000000,0,9
6178,0000100000000000000001010000000010000000000000001000000,0,9
6221,0000100000000000000001010000000010000000000000001000000,0,9
6230,0000100000000000000001010000000010000000000000001000000,0,9
6231,0000100000000000000001010000000010000000000000001000000,0,9
6233,0000100000000000000001010000000010000000000000001000000,0,9
6256,0000100000000000000001010000000010000000000000001000000,0,9
6272,0000100000000000000001010000000010000000000000001000000,0,9
6364,0000100000000000000001010000000010000000000000001000000,0,9
6500,0000100000000000000001010000000010000000000000001000000,0,9
6541,0000100000000000000001010000000010000000000000001000000,0,9
6661,0000100000000000000001010000000010000000000000001000000,0,9
6822,0000100000000000000001010000000010000000000000001000000,0,9
6971,0000100000000000000001010000000010000000000000001000000,0,9
6979,0000100000000000000001010000000010000000000000001000000,0,9
7050,0000100000000000000001010000000010000000000000001000000,0,9
7070,0000100000000000000001010000000010000000000000001000000,0,9
7136,0000100000000000000001010000000010000000000000001000000,0,9
7199,0000100000000000000001010000000010000000000000001000000,0,9
7253,0000100000000000000001010000000010000000000000001000000,0,9
7,0000100000000000000001010000000010000000000100001000100,0,80
164,0000100000000000000001010000000010000000000100001000100,0,80
204,0000100000000000000001010000000010000000000100001000100,0,80
358,0000100000000000000001010000000010000000000100001000100,0,80
503,0000100000000000000001010000000010000000000100001000100,0,80
648,0000100000000000000001010000000010000000000100001000100,0,80
1607,0000100000000000000001010000000010000000000100001000100,0,80
2117,0000100000000000000001010000000010000000000100001000100,0,80
2465,0000100000000000000001010000000010000000000100001000100,0,80
4227,0000100000000000000001010000000010000000000100001000100,0,80
4333,0000100000000000000001010000000010000000000100001000100,0,80
4781,0000100000000000000001010000000010000000000100001000100,0,80
8,0000000000000000000001010000000010000000000000101000100,0,11
84,0000000000000000000001010000000010000000000000101000100,0,11
88,0000000000000000000001010000000010000000000000101000100,0,11
103,0000000000000000000001010000000010000000000000101000100,0,11
193,0000000000000000000001010000000010000000000000101000100,0,11
232,0000000000000000000001010000000010000000000000101000100,0,11
269,0000000000000000000001010000000010000000000000101000100,0,11
288,0000000000000000000001010000000010000000000000101000100,0,11
361,0000000000000000000001010000000010000000000000101000100,0,11
408,0000000000000000000001010000000010000000000000101000100,0,11
474,0000000000000000000001010000000010000000000000101000100,0,11
527,0000000000000000000001010000000010000000000000101000100,0,11
1019,0000000000000000000001010000000010000000000000101000100,0,11
1031,0000000000000000000001010000000010000000000000101000100,0,11
1200,0000000000000000000001010000000010000000000000101000100,0,11
1278,0000000000000000000001010000000010000000000000101000100,0,11
1350,0000000000000000000001010000000010000000000000101000100,0,11
1359,0000000000000000000001010000000010000000000000101000100,0,11
1406,0000000000000000000001010000000010000000000000101000100,0,11
1412,0000000000000000000001010000000010000000000000101000100,0,11
1505,0000000000000000000001010000000010000000000000101000100,0,11
1780,0000000000000000000001010000000010000000000000101000100,0,11
1891,0000000000000000000001010000000010000000000000101000100,0,11
2066,0000000000000000000001010000000010000000000000101000100,0,11
2095,0000000000000000000001010000000010000000000000101000100,0,11
2123,0000000000000000000001010000000010000000000000101000100,0,11
2125,0000000000000000000001010000000010000000000000101000100,0,11
2209,0000000000000000000001010000000010000000000000101000100,0,11
2285,0000000000000000000001010000000010000000000000101000100,0,11
2315,0000000000000000000001010000000010000000000000101000100,0,11
2331,0000000000000000000001010000000010000000000000101000100,0,11
2371,0000000000000000000001010000000010000000000000101000100,0,11
2387,0000000000000000000001010000000010000000000000101000100,0,11
2420,0000000000000000000001010000000010000000000000101000100,0,11
2426,0000000000000000000001010000000010000000000000101000100,0,11
2772,0000000000000000000001010000000010000000000000101000100,0,11
2856,0000000000000000000001010000000010000000000000101000100,0,11
2955,0000000000000000000001010000000010000000000000101000100,0,11
3090,0000000000000000000001010000000010000000000000101000100,0,11
3091,0000000000000000000001010000000010000000000000101000100,0,11
3239,0000000000000000000001010000000010000000000000101000100,0,11
3272,0000000000000000000001010000000010000000000000101000100,0,11
3413,0000000000000000000001010000000010000000000000101000100,0,11
3421,0000000000000000000001010000000010000000000000101000100,0,11
3624,0000000000000000000001010000000010000000000000101000100,0,11
3811,0000000000000000000001010000000010000000000000101000100,0,11
4392,0000000000000000000001010000000010000000000000101000100,0,11
4492,0000000000000000000001010000000010000000000000101000100,0,11
4571,0000000000000000000001010000000010000000000000101000100,0,11
4789,0000000000000000000001010000000010000000000000101000100,0,11
4830,0000000000000000000001010000000010000000000000101000100,0,11
4843,0000000000000000000001010000000010000000000000101000100,0,11
4862,0000000000000000000001010000000010000000000000101000100,0,11
4879,0000000000000000000001010000000010000000000000101000100,0,11
4941,0000000000000000000001010000000010000000000000101000100,0,11
4949,0000000000000000000001010000000010000000000000101000100,0,11
4961,0000000000000000000001010000000010000000000000101000100,0,11
5093,0000000000000000000001010000000010000000000000101000100,0,11
5100,0000000000000000000001010000000010000000000000101000100,0,11
5126,0000000000000000000001010000000010000000000000101000100,0,11
5208,0000000000000000000001010000000010000000000000101000100,0,11
5448,0000000000000000000001010000000010000000000000101000100,0,11
5486,0000000000000000000001010000000010000000000000101000100,0,11
5624,0000000000000000000001010000000010000000000000101000100,0,11
5773,0000000000000000000001010000000010000000000000101000100,0,11
5964,0000000000000000000001010000000010000000000000101000100,0,11
6184,0000000000000000000001010000000010000000000000101000100,0,11
6210,0000000000000000000001010000000010000000000000101000100,0,11
6843,0000000000000000000001010000000010000000000000101000100,0,11
9,0000000000000000000000010000000010000000000000001000000,4,0
54,0000000000000000000000010000000010000000000000001000000,4,0
62,0000000000000000000000010000000010000000000000001000000,4,0
74,0000000000000000000000010000000010000000000000001000000,4,0
96,0000000000000000000000010000000010000000000000001000000,4,0
98,0000000000000000000000010000000010000000000000001000000,4,0
133,0000000000000000000000010000000010000000000000001000000,4,0
140,0000000000000000000000010000000010000000000000001000000,4,0
192,0000000000000000000000010000000010000000000000001000000,4,0
209,0000000000000000000000010000000010000000000000001000000,4,0
245,0000000000000000000000010000000010000000000000001000000,4,0
257,0000000000000000000000010000000010000000000000001000000,4,0
258,0000000000000000000000010000000010000000000000001000000,4,0
295,0000000000000000000000010000000010000000000000001000000,4,0
297,0000000000000000000000010000000010000000000000001000000,4,0
298,0000000000000000000000010000000010000000000000001000000,4,0
304,0000000000000000000000010000000010000000000000001000000,4,0
313,0000000000000000000000010000000010000000000000001000000,4,0
339,0000000000000000000000010000000010000000000000001000000,4,0
363,0000000000000000000000010000000010000000000000001000000,4,0
365,0000000000000000000000010000000010000000000000001000000,4,0
384,0000000000000000000000010000000010000000000000001000000,4,0
385,0000000000000000000000010000000010000000000000001000000,4,0
397,0000000000000000000000010000000010000000000000001000000,4,0
426,0000000000000000000000010000000010000000000000001000000,4,0
480,0000000000000000000000010000000010000000000000001000000,4,0
482,0000000000000000000000010000000010000000000000001000000,4,0
492,0000000000000000000000010000000010000000000000001000000,4,0
517,0000000000000000000000010000000010000000000000001000000,4,0
521,0000000000000000000000010000000010000000000000001000000,4,0
546,0000000000000000000000010000000010000000000000001000000,4,0
559,0000000000000000000000010000000010000000000000001000000,4,0
569,0000000000000000000000010000000010000000000000001000000,4,0
593,0000000000000000000000010000000010000000000000001000000,4,0
609,0000000000000000000000010000000010000000000000001000000,4,0
615,0000000000000000000000010000000010000000000000001000000,4,0
643,0000000000000000000000010000000010000000000000001000000,4,0
644,0000000000000000000000010000000010000000000000001000000,4,0
715,0000000000000000000000010000000010000000000000001000000,4,0
758,0000000000000000000000010000000010000000000000001000000,4,0
766,0000000000000000000000010000000010000000000000001000000,4,0
784,0000000000000000000000010000000010000000000000001000000,4,0
803,0000000000000000000000010000000010000000000000001000000,4,0
846,0000000000000000000000010000000010000000000000001000000,4,0
859,0000000000000000000000010000000010000000000000001000000,4,0
868,0000000000000000000000010000000010000000000000001000000,4,0
873,0000000000000000000000010000000010000000000000001000000,4,0
910,0000000000000000000000010000000010000000000000001000000,4,0
925,0000000000000000000000010000000010000000000000001000000,4,0
968,0000000000000000000000010000000010000000000000001000000,4,0
969,0000000000000000000000010000000010000000000000001000000,4,0
971,0000000000000000000000010000000010000000000000001000000,4,0
1017,0000000000000000000000010000000010000000000000001000000,4,0
1138,0000000000000000000000010000000010000000000000001000000,4,0
1171,0000000000000000000000010000000010000000000000001000000,4,0
1191,0000000000000000000000010000000010000000000000001000000,4,0
1270,0000000000000000000000010000000010000000000000001000000,4,0
1274,0000000000000000000000010000000010000000000000001000000,4,0
1291,0000000000000000000000010000000010000000000000001000000,4,0
1300,0000000000000000000000010000000010000000000000001000000,4,0
1307,0000000000000000000000010000000010000000000000001000000,4,0
1347,0000000000000000000000010000000010000000000000001000000,4,0
1363,0000000000000000000000010000000010000000000000001000000,4,0
1432,0000000000000000000000010000000010000000000000001000000,4,0
1449,0000000000000000000000010000000010000000000000001000000,4,0
1470,0000000000000000000000010000000010000000000000001000000,4,0
1485,0000000000000000000000010000000010000000000000001000000,4,0
1548,0000000000000000000000010000000010000000000000001000000,4,0
1557,0000000000000000000000010000000010000000000000001000000,4,0
1569,0000000000000000000000010000000010000000000000001000000,4,0
1647,0000000000000000000000010000000010000000000000001000000,4,0
1650,0000000000000000000000010000000010000000000000001000000,4,0
1661,0000000000000000000000010000000010000000000000001000000,4,0
1682,0000000000000000000000010000000010000000000000001000000,4,0
1745,0000000000000000000000010000000010000000000000001000000,4,0
1754,0000000000000000000000010000000010000000000000001000000,4,0
1756,0000000000000000000000010000000010000000000000001000000,4,0
1773,0000000000000000000000010000000010000000000000001000000,4,0
1785,0000000000000000000000010000000010000000000000001000000,4,0
1793,0000000000000000000000010000000010000000000000001000000,4,0
1797,0000000000000000000000010000000010000000000000001000000,4,0
1898,0000000000000000000000010000000010000000000000001000000,4,0
1930,0000000000000000000000010000000010000000000000001000000,4,0
1966,0000000000000000000000010000000010000000000000001000000,4,0
1971,0000000000000000000000010000000010000000000000001000000,4,0
2005,0000000000000000000000010000000010000000000000001000000,4,0
2009,0000000000000000000000010000000010000000000000001000000,4,0
2025,0000000000000000000000010000000010000000000000001000000,4,0
2027,0000000000000000000000010000000010000000000000001000000,4,0
2033,0000000000000000000000010000000010000000000000001000000,4,0
2038,0000000000000000000000010000000010000000000000001000000,4,0
2046,0000000000000000000000010000000010000000000000001000000,4,0
2051,0000000000000000000000010000000010000000000000001000000,4,0
2052,0000000000000000000000010000000010000000000000001000000,4,0
2056,0000000000000000000000010000000010000000000000001000000,4,0
2071,0000000000000000000000010000000010000000000000001000000,4,0
2073,0000000000000000000000010000000010000000000000001000000,4,0
2091,0000000000000000000000010000000010000000000000001000000,4,0
2096,0000000000000000000000010000000010000000000000001000000,4,0
2097,0000000000000000000000010000000010000000000000001000000,4,0
2099,0000000000000000000000010000000010000000000000001000000,4,0
2104,0000000000000000000000010000000010000000000000001000000,4,0
2114,0000000000000000000000010000000010000000000000001000000,4,0
2124,0000000000000000000000010000000010000000000000001000000,4,0
2141,0000000000000000000000010000000010000000000000001000000,4,0
2144,0000000000000000000000010000000010000000000000001000000,4,0
2145,0000000000000000000000010000000010000000000000001000000,4,0
2148,0000000000000000000000010000000010000000000000001000000,4,0
2154,0000000000000000000000010000000010000000000000001000000,4,0
2157,0000000000000000000000010000000010000000000000001000000,4,0
2165,0000000000000000000000010000000010000000000000001000000,4,0
2166,0000000000000000000000010000000010000000000000001000000,4,0
2169,0000000000000000000000010000000010000000000000001000000,4,0
2175,0000000000000000000000010000000010000000000000001000000,4,0
2178,0000000000000000000000010000000010000000000000001000000,4,0
2183,0000000000000000000000010000000010000000000000001000000,4,0
2197,0000000000000000000000010000000010000000000000001000000,4,0
2207,0000000000000000000000010000000010000000000000001000000,4,0
2210,0000000000000000000000010000000010000000000000001000000,4,0
2220,0000000000000000000000010000000010000000000000001000000,4,0
2247,0000000000000000000000010000000010000000000000001000000,4,0
2257,0000000000000000000000010000000010000000000000001000000,4,0
2280,0000000000000000000000010000000010000000000000001000000,4,0
2292,0000000000000000000000010000000010000000000000001000000,4,0
2295,0000000000000000000000010000000010000000000000001000000,4,0
2299,0000000000000000000000010000000010000000000000001000000,4,0
2305,0000000000000000000000010000000010000000000000001000000,4,0
2308,0000000000000000000000010000000010000000000000001000000,4,0
2318,0000000000000000000000010000000010000000000000001000000,4,0
2328,0000000000000000000000010000000010000000000000001000000,4,0
2332,0000000000000000000000010000000010000000000000001000000,4,0
2361,0000000000000000000000010000000010000000000000001000000,4,0
2363,0000000000000000000000010000000010000000000000001000000,4,0
2367,0000000000000000000000010000000010000000000000001000000,4,0
2383,0000000000000000000000010000000010000000000000001000000,4,0
2402,0000000000000000000000010000000010000000000000001000000,4,0
2407,0000000000000000000000010000000010000000000000001000000,4,0
2417,0000000000000000000000010000000010000000000000001000000,4,0
2418,0000000000000000000000010000000010000000000000001000000,4,0
2446,0000000000000000000000010000000010000000000000001000000,4,0
2489,0000000000000000000000010000000010000000000000001000000,4,0
2492,0000000000000000000000010000000010000000000000001000000,4,0
2540,0000000000000000000000010000000010000000000000001000000,4,0
2567,0000000000000000000000010000000010000000000000001000000,4,0
2587,0000000000000000000000010000000010000000000000001000000,4,0
2608,0000000000000000000000010000000010000000000000001000000,4,0
2612,0000000000000000000000010000000010000000000000001000000,4,0
2632,0000000000000000000000010000000010000000000000001000000,4,0
2670,0000000000000000000000010000000010000000000000001000000,4,0
2672,0000000000000000000000010000000010000000000000001000000,4,0
2674,0000000000000000000000010000000010000000000000001000000,4,0
2703,0000000000000000000000010000000010000000000000001000000,4,0
2717,0000000000000000000000010000000010000000000000001000000,4,0
2720,0000000000000000000000010000000010000000000000001000000,4,0
2722,0000000000000000000000010000000010000000000000001000000,4,0
2750,0000000000000000000000010000000010000000000000001000000,4,0
2773,0000000000000000000000010000000010000000000000001000000,4,0
2785,0000000000000000000000010000000010000000000000001000000,4,0
2792,0000000000000000000000010000000010000000000000001000000,4,0
2796,0000000000000000000000010000000010000000000000001000000,4,0
